"id_q","reputation_a","votecount"
491563,6825,1
491670,16,1
491670,5565,2
491678,219,1
491705,28,2
491705,4093,4
491773,556,2
491812,31,5
491812,53,14
491834,67,1
491859,3242,2
491899,454,2
491899,713,1
491906,6825,1
491914,948,4
491914,4087,5
491994,23,1
491997,56,2
491997,2301,1
492014,1103,1
492014,6,1
492042,2938,5
492144,344,1
492144,71,2
492204,691,2
492223,545,4
492288,28,2
492297,118,1
492370,31,1
492375,801,5
492375,2386,1
492454,39,7
492454,1037,4
492482,11,3
492507,118,1
492507,6612,2
492547,190,2
492556,415,1
492556,326,3
492587,71,1
492587,1489,1
492611,69,24
492611,267,8
492625,11,1
492636,71,1
492668,463,1
492668,319,3
492671,3001,1
492672,1462,3
492698,784,4
492712,678,3
492729,836,4
492843,1078,7
492916,8,5
492916,1266,3
492932,566,2
492966,11,1
492977,3444,1
492977,96,1
492992,1358,2
493011,2037,1
493011,175,2
493085,20529,2
493109,1925,1
493132,35549,4
493194,173,2
493197,17416,1
493197,431,1
493219,2925,4
493247,152,4
493247,9389,1
493285,729,1
493285,1416,2
493450,23,10
493450,556,4
493490,1037,7
493490,26,3
493580,3444,4
493580,2505,2
493613,6303,3
493613,77,1
493688,363,3
493747,77,6
493924,3168,1
493947,16,3
493947,1037,4
493981,27,2
494022,1493,1
494026,1030,2
494036,3444,1
494036,422,1
494064,561,5
494076,99,4
494096,279,2
494096,716,12
494105,57119,2
494109,86,3
494109,384,5
494135,3487,1
494135,154,1
494156,99,4
494187,29916,1
494205,1139,1
494224,561,6
494260,74,1
494260,844,1
494276,28,1
494297,4087,1
494297,8109,1
494302,28,4
494302,5726,13
494314,213,5
494324,913,2
494325,43,1
494337,6386,1
494391,10375,7
494391,2450,6
494397,99,3
494397,912,2
494463,11,1
494487,11913,7
494520,219,7
494527,138,1
494550,24997,10
494623,559,2
494693,4984,4
494697,71,4
494711,13,7
494711,8508,3
494798,6541,2
494798,3,2
494822,825,2
494822,151,1
494859,319,2
494907,1997,1
494916,176,4
494951,31,1
494951,29999,2
495001,26,1
495037,53,3
495037,47,3
495096,39,3
495098,691,1
495098,353,1
495131,16,1
495189,566,1
495189,632,3
495208,1632,1
495208,56,3
495212,50,1
495212,264,3
495236,66,3
495248,1307,1
495270,15,3
495270,177,2
495315,879,6
495347,2329,3
495361,39,1
495390,657,2
495390,691,1
495418,74,2
495447,566,3
495496,1630,2
495502,353,1
495519,10470,1
495540,483,2
495540,769,3
495554,1630,2
495554,828,6
495666,45,1
495666,344,9
495675,1759,10
495675,64,8
495704,18,1
495704,6325,1
495705,1,1
495723,1084,2
495744,11935,2
495744,121,1
495746,6035,2
495761,943,6
495762,6325,1
495762,899,1
495792,3097,1
495792,140,1
495814,691,3
495814,943,4
495853,66,1
495868,88,2
495868,2489,1
495953,2138,1
495953,495,2
495963,99,3
495963,181,1
496026,197,13
496055,58,3
496055,31,3
496073,81,1
496113,368,2
496181,13,1
496188,444,2
496195,344,2
496196,566,1
496204,353,2
496212,128,2
496245,3883,2
496245,3258,6
496255,68378,1
496255,19,1
496304,2781,3
496307,2767,5
496307,5492,1
496320,943,2
496338,3001,1
496338,773,2
496409,6,1
496430,344,2
496430,3001,4
496456,372,1
496468,3,6
496468,1660,1
496524,39,2
496554,113,1
496583,69,9
496599,35268,4
496635,300,1
496658,629,21
496812,11,2
496812,8,2
496822,2386,2
496847,4538,3
496847,3637,1
496854,28212,2
496856,28,2
496856,2291,2
496913,18190,1
496974,11173,1
496974,18190,9
496982,647,1
496987,2131,2
497030,943,3
497030,422,3
497038,12766,1
497052,41,7
497052,64,4
497114,370,26
497128,381,1
497133,34636,5
497133,88,4
497265,1380,2
497265,2386,2
497320,535,1
497320,228,1
497421,2722,1
497428,4229,3
497454,451,1
497461,1232,1
497485,897,1
497519,86,2
497575,398,1
497585,935,1
497586,25435,2
497657,4667,1
497657,2047,4
497659,126022,1
497679,93,1
497704,4093,1
497747,11,8
497747,21,2
497945,291,2
498110,1281,4
498134,189,4
498315,1496,4
498315,16,1
498345,1453,3
498345,3633,1
498363,5726,3
498363,88,4
498391,2691,1
498428,872,3
498428,1128,7
498448,161,2
498458,9240,1
498477,657,9
498503,1036,2
498503,3,2
498534,15218,4
498534,9652,1
498536,959,3
498578,897,6
498578,1912,4
498670,49446,1
498868,13567,1
498868,8109,1
498965,601,5
499084,5395,3
499084,2295,3
499183,1513,1
499183,3444,2
499200,99,2
499200,213,1
499208,986,3
499233,3204,1
499236,14056,4
499236,3,8
499328,46802,2
499328,81,1
499381,353,2
499381,3,3
499385,9213,1
499507,99,2
499526,88,10
499542,478,4
499550,6037,1
499578,99,5
499578,366,2
499611,3,1
499611,1040,1
499621,21,3
499621,2769,5
499637,2001,1
499637,31,1
499694,5968,1
499705,897,2
499728,21,4
499739,15068,3
499743,2234,1
499809,5486,3
499809,1932,1
499887,6127,2
499955,1676,1
499970,670,2
500061,410,6
500061,1074,3
500069,8824,8
500069,769,2
500182,978,1
500182,3,2
500310,1630,2
500319,4986,3
500366,647,1
500374,363,1
500374,453,5
500376,2234,6
500376,26,1
500378,2691,4
500378,2800,2
500434,455,3
500477,368,2
500477,994,8
500534,799,5
500534,20966,1
500539,211,1
500576,1449,2
500581,677,1
500581,2840,2
500586,11913,1
500663,1872,1
500676,2450,2
500676,1449,2
500712,769,1
500731,13088,1
500746,366,1
500913,5102,3
500995,96,3
500995,101,1
501008,6037,5
501027,973,1
501079,363,2
501079,47,6
501085,444,1
501085,92,5
501105,17903,3
501122,2450,4
501122,12478,1
501163,97,1
501163,3,2
501171,81,7
501227,624,6
501227,41,1
501245,2694,1
501348,509,2
501363,88,5
501363,1594,1
501405,4709,4
501405,56,4
501507,466,1
501511,894,3
501511,92,1
501513,4093,2
501520,12359,2
501625,46802,1
501637,15023,2
501699,2925,12
501731,3,2
501860,958,1
501860,6825,2
501902,13,2
502001,3899,2
502021,1281,9
502021,978,4
502094,670,6
502123,802,2
502206,5,4
502228,2531,1
502245,2489,3
502245,28,2
502278,26,1
502282,1038,4
502290,88,1
502290,26,4
502311,345,1
502311,424,1
502336,195,4
502352,306,3
502389,1799,1
502389,640,2
502420,1036,1
502447,36,1
502447,708,1
502463,721,7
502463,56,2
502524,3,2
502610,5395,1
502614,4856,20
502614,8580,3
502640,821,5
502640,297,2
502717,362,1
502735,2584,1
502736,1068,1
502782,2234,1
502782,38,1
502818,4228,2
502822,5380,2
502822,1884,7
502827,711,3
502827,49446,2
502902,216,1
502913,2206,1
502934,973,1
502948,3385,1
502958,92,2
502971,556,1
503000,626,5
503066,188,1
503125,28,1
503143,11,1
503143,238,4
503208,6825,1
503242,99,3
503310,219,1
503310,121,8
503404,61,3
503421,334,1
503421,209,1
503437,61,2
503462,438,1
503518,24997,3
503518,57119,1
503560,2042,1
503578,4986,1
503578,2699,1
503626,9213,1
503626,647,2
503630,2042,1
503689,462,5
503691,120,1
503706,1303,3
503706,46,1
503711,311,1
503711,4630,1
503719,1573,3
503721,61,11
503721,289,2
503769,8125,4
503826,490,3
503865,1045,7
503865,136,2
503873,429,3
503894,99,1
503894,6825,2
503908,1187,5
503948,2315,2
503948,370,2
503996,1037,8
503996,671,4
504087,61,5
504089,1187,2
504122,363,1
504122,81,1
504129,5587,1
504129,11,1
504174,1331,3
504268,3271,8
504268,5095,2
504285,3271,1
504290,616,2
504326,1428,2
504342,46387,1
504475,7409,1
504493,1187,1
504494,66,1
504494,344,1
504513,2592,1
504558,355,1
504642,1380,3
504685,410,1
504843,2925,1
504848,483,1
504848,168,1
504849,92,1
504868,11,1
504868,1296,1
504887,118,4
504887,97,1
504919,8417,2
504919,1099,4
504920,61,1
505084,1029,5
505143,15415,13
505143,561,6
505145,16,2
505145,158,1
505215,3385,1
505215,344,3
505238,410,2
505289,670,2
505291,1541,1
505291,3705,1
505305,127,1
505314,92,1
505314,410,2
505370,11,1
505397,2329,7
505397,86,14
505434,165,2
505434,1036,1
505521,1424,2
505523,1074,7
505523,3279,1
505531,173,1
505589,140,1
505589,11952,1
505641,3271,8
505641,363,1
505651,195,3
505677,13088,3
505789,775,1
505811,1547,5
505838,28768,8
505838,23,4
505840,213,3
505920,31995,1
505920,503,2
505996,52934,1
505996,1,2
506077,6825,2
506092,1343,6
506092,1037,39
506197,879,1
506197,692,1
506212,9240,1
506212,2295,1
506246,185,1
506246,559,6
506283,1467,1
506284,101,1
506284,33515,1
506317,416,1
506317,754,1
506381,1446,3
506456,6325,11
506456,21,5
506471,53,1
506495,1,1
506495,89,3
506530,21,1
506539,49,2
506549,29527,2
506589,1875,1
506589,12332,1
506602,11,4
506609,71,2
506635,29527,1
506635,2234,8
506680,33,9
506702,89,1
506702,97,1
506718,14861,2
506733,71,2
506733,13062,2
506744,118,2
506764,455,2
506773,724,3
506777,556,16
506788,332,1
506829,53,3
506829,26,1
506881,170191,1
506903,41,6
506906,447,1
507006,455,1
507029,431,1
507141,565,1
507141,3157,1
507144,1474,1
507220,25573,4
507220,42,2
507225,750,1
507225,10494,4
507317,26,1
507317,344,2
507341,38,1
507341,761,1
507376,177,1
507376,76,3
507381,120,1
507409,69,2
507446,1054,8
507446,333,9
507500,1203,1
507500,26,6
507519,26,1
507520,12653,2
507520,4116,1
507526,978,3
507526,92,2
507541,92,3
507554,3271,1
507564,183,1
507564,455,4
507591,675,2
507591,11,3
507620,454,1
507641,1266,8
507660,6557,1
507693,53,7
507693,2883,4
507738,53,2
507738,776,1
507785,1,4
507785,11,1
507803,2925,5
507827,7472,5
507827,5270,2
507944,3504,3
507947,20714,3
507975,2329,3
507992,14384,11
508028,4312,3
508028,327,1
508034,7933,2
508034,872,2
508045,13,2
508075,1002,2
508100,2507,2
508109,353,4
508110,536,4
508141,92,1
508149,1226,1
508165,1,1
508177,6541,2
508228,70,2
508292,6037,5
508293,77,3
508297,54510,3
508316,8634,3
508441,544,2
508441,116,1
508541,11173,2
508541,16163,5
508571,33372,1
508635,47,1
508635,5193,2
508640,17004,2
508640,8366,1
508658,2037,2
508676,1547,2
508689,1,2
508689,54510,3
508707,678,3
508707,3271,1
508734,1193,3
508736,1953,1
508736,359,2
508763,28935,2
508834,556,1
508834,1481,1
508892,91,3
508960,2157,4
508982,61,1
509005,11173,2
509005,880,1
509050,706,2
509132,1003,1
509250,895,2
509265,17416,11
509265,270,3
509275,1,2
509275,332,2
509287,5193,2
509305,3084,5
509317,4546,4
509317,96,2
509321,133,4
509360,28,1
509360,18067,3
509369,56911,2
509369,11,5
509391,121,1
509391,14405,1
509421,839,2
509421,413,5
509565,2507,1
509565,53,2
509566,178,3
509590,1296,3
509590,151,2
509630,436,2
509726,15415,4
509790,115,8
509803,11,9
509826,536,4
509853,178,1
509853,450,7
509868,228,4
509870,1603,1
509870,2691,6
509910,452,3
509910,36,1
509967,20,1
509975,2107,1
509975,195,2
509989,292,1
510019,11,1
510019,36,4
510044,623,2
510085,382,3
510085,2716,5
510097,3365,4
510097,79,1
510139,2403,4
510165,305,1
510195,332,11
510207,79,2
510272,435,1
510293,447,1
510293,726,2
510315,3,3
510315,6825,14
510321,26,2
510343,3271,4
510343,14504,2
510373,326,2
510420,468,1
510420,4087,4
510455,92,2
510506,372,1
510600,6825,6
510601,18548,1
510648,93,1
510748,531,1
510751,30267,4
510880,76,2
510885,23313,2
511092,99,1
511092,8,1
511098,17,1
511128,253,1
511128,494,2
511133,466,1
511144,10224,3
511148,48,1
511180,948,3
511205,2646,6
511205,616,6
511211,2646,9
511211,422,1
511247,1496,7
511289,160,4
511293,1000,1
511320,66,1
511320,1861,1
511336,20928,2
511336,1403,3
511345,429,2
511345,10685,4
511395,2884,1
511412,11,4
511453,10685,1
511453,429,2
511477,2646,1
511477,1037,11
511507,730,2
511507,730,1
511527,689,1
511542,73,2
511559,2033,1
511559,23,1
511560,10798,1
511578,4312,3
511579,33797,2
511579,5093,3
511589,3751,2
511659,10208,5
511666,305,2
511739,48,1
511777,29,1
511777,45648,1
511881,53,4
511924,1134,2
511924,2386,2
511936,15068,3
511936,1403,3
511998,11,1
511998,950,1
512024,101,1
512035,895,1
512083,11053,1
512089,52934,2
512090,323,1
512106,37,2
512124,9050,2
512126,2421,1
512135,6633,2
512135,3444,2
512157,17159,1
512157,121,1
512195,48,2
512223,39,2
512223,7230,2
512276,449,1
512385,51,2
512411,2646,6
512411,5487,2
512487,1901,35
512499,850,2
512499,302,1
512502,915,6
512530,3899,2
512530,165596,1
512537,48,2
512537,1041,1
512540,11,2
512600,1390,2
512612,3777,1
512628,101,2
512642,559,2
512652,51,1
512732,1103,4
512779,92,1
512794,27818,4
512804,1269,1
512804,379,2
512819,559,3
512847,118,4
512960,168,1
513023,82,3
513033,59958,1
513033,16803,4
513317,90,1
513330,103487,1
513379,276,6
513379,12386,3
513417,2803,1
513417,18210,1
513440,14405,2
513450,15415,3
513450,1331,2
513475,1969,1
513475,556,1
513585,306,8
513675,973,3
513678,5682,2
513698,3504,2
513698,1860,2
513747,2047,3
513783,35430,2
513785,66,1
513800,6,1
513806,3065,2
513888,1020,9
513888,13,9
513896,5046,3
513919,7386,1
513944,99,3
513944,958,4
513952,16,4
513952,14405,2
513977,161,1
513995,33,2
513997,3282,5
513997,485,3
514043,2234,5
514043,190,1
514155,135,4
514155,77,1
514188,6127,2
514188,20,12
514189,53,1
514189,127,1
514191,1272,1
514217,161,1
514217,1134,3
514263,84,1
514332,6541,2
514407,455,1
514407,329,2
514442,942,2
514442,332,2
514449,896,1
514475,56,4
514477,24368,1
514477,1876,4
514533,711,2
514617,978,4
514617,789,1
514776,6975,2
514776,2834,6
514777,455,2
514795,959,4
514795,107989,1
514876,1932,6
514879,274,1
514900,1389,1
514926,53,1
514926,454,1
514967,897,4
515085,42,1
515100,3,5
515145,97485,2
515145,455,2
515157,12429,1
515242,566,2
515296,170191,10
515296,402,4
515317,68202,3
515317,88,1
515360,703,1
515376,1072,2
515400,92,2
515400,20,1
515406,252,6
515467,11,1
515476,92,2
515478,556,1
515478,191,4
515509,41,1
515531,94,2
515531,215,5
515565,39,5
515565,81,5
515658,99,1
515776,105,1
515785,36,1
515787,1676,5
515787,1037,1
515788,867,5
515788,1054,1
515819,8,1
515819,556,4
515844,514,28
515844,82,39
515870,748,1
515870,2649,2
515917,1133,3
515917,31,6
515930,41,1
515930,556,1
515940,71,1
515946,4,8
515946,5671,4
516088,943,2
516088,8580,3
516091,161,3
516091,2304,1
516110,9892,3
516162,254,5
516162,177,1
516174,161,1
516174,647,1
516188,165596,1
516248,179,2
516283,9,2
516283,161,2
516305,6325,1
516305,1266,3
516367,1074,13
516367,1566,4
516501,556,6
516501,76,1
516521,3589,1
516521,92,3
516569,1037,1
516569,26,1
516586,7472,2
516625,3392,1
516630,938,3
516630,11,1
516689,1037,3
516763,6566,3
516764,26,1
516798,113,4
516798,935,1
516809,26998,5
516820,69004,1
516849,4700,1
516849,1020,2
516883,36,2
516934,3988,1
516935,23018,3
516951,88,3
516951,92,1
517000,5846,1
517036,853,1
517049,710,1
517049,66,1
517058,15,4
517058,2433,5
517064,23,3
517078,1566,1
517083,632,6
517100,3,2
517100,1526,1
517145,68,3
517157,58,6
517248,1084,1
517279,343,2
517279,5457,1
517386,235,2
517420,53,1
517434,188,2
517434,101,1
517505,5046,2
517556,69,3
517560,91,2
517563,837,1
517563,1173,1
517650,8123,1
517708,883,8
517719,31,3
517771,102,1
517771,28,1
517794,178,5
517794,23,2
517836,46,2
517839,5193,3
517861,297,1
517998,163,2
517998,423,2
518031,301,1
518082,163,2
518082,3228,2
518087,308,2
518105,23536,1
518119,53,1
518168,43,1
518192,40839,1
518192,3931,16
518197,188,1
518296,15733,2
518296,51,5
518313,608,3
518313,2063,3
518335,632,1
518335,1204,1
518349,339,1
518352,23222,5
518352,790,2
518379,17932,3
518379,790,14
518435,1328,1
518571,6785,2
518581,8824,3
518618,1074,2
518700,23191,3
518700,67,1
518767,50,2
518782,1328,3
518833,2592,1
518833,647,1
518865,1074,5
518865,1193,2
518971,213,4
518971,11913,2
518992,8508,5
518992,2230,8
518995,22495,4
519010,23,1
519232,115,2
519295,11913,1
519295,9325,1
519300,3,3
519300,491,1
519314,1136,1
519314,1930,6
519349,5311,2
519387,10224,3
519431,978,4
519431,333,3
519467,3452,1
519538,71,2
519543,1186,2
519543,1356,2
519565,41,2
519588,3452,2
519619,1403,4
519619,9,5
519622,6825,1
519699,2982,1
519751,363,10
519753,897,4
519769,8921,2
519774,15068,10
519774,294,4
519787,53,1
519787,691,2
519800,369,1
519800,535,1
519810,61,2
519820,1103,6
519868,48,1
519938,1377,5
519978,56,3
520013,99,1
520013,323,2
520020,178,2
520061,333,1
520123,3397,2
520131,1936,4
520131,143,6
520199,159,1
520255,98,2
520290,1037,3
520290,26,5
520379,15497,1
520379,866,2
520422,1193,8
520422,1871,5
520440,681,2
520482,4546,1
520514,15497,1
520517,119,1
520525,115,2
520545,12335,4
520573,344,2
520607,842,1
520627,2340,2
520631,26,9
520735,411,5
520735,382,3
520776,422,1
520776,22499,8
520777,11,1
520811,5193,2
520811,99,1
520869,166,1
520877,10739,1
520902,185,2
520914,344,1
521008,3637,2
521021,28,2
521021,3,4
521080,11039,1
521080,201,2
521082,48,1
521083,29852,11
521083,136,1
521089,5193,3
521102,3931,6
521107,798,2
521120,51,4
521133,1229,2
521136,6,1
521136,423,1
521185,5095,1
521186,600,5
521204,14958,1
521254,3452,5
521261,943,3
521261,3397,3
521281,143,4
521281,979,1
521342,86,1
521487,8652,3
521556,6785,1
521556,155,2
521557,23,4
521591,1992,1
521591,20460,2
521631,12386,1
521668,458,1
521681,24727,6
521681,615,1
521685,133,5
521685,48,3
521702,604,1
521710,973,2
521723,213,2
521723,119,3
521824,139,1
521881,973,1
521881,36,3
521921,88,2
521921,1020,6
521922,870,1
521927,11,2
521927,66,2
522133,20460,2
522197,1,1
522326,1109,2
522326,211,2
522359,155,1
522359,143362,1
522386,1257,2
522394,21,2
522498,5957,1
522522,21,2
522546,2128,2
522555,656,1
522586,5025,1
522586,11,1
522590,2666,1
522625,1953,3
522634,46,1
522639,363,3
522712,114,1
522723,944,1
522728,1932,2
522728,16,5
522791,457,1
522791,959,1
522816,140,1
522816,926,1
522846,307,2
522864,99,3
522908,1036,1
522908,263,1
522931,1763,3
522943,3019,9
522974,3,2
522974,2620,2
522975,657,4
522996,6095,12
523001,99,1
523001,594,3
523185,1304,1
523185,799,1
523211,1,1
523211,327,1
523227,28768,6
523243,212,7
523246,127,3
523292,1199,1
523292,16417,1
523312,51,8
523312,350,2
523329,21,1
523331,16417,2
523345,930,2
523403,257,1
523413,12391,2
523430,307,3
523430,846,1
523503,307,2
523503,1815,3
523553,1876,1
523579,1463,1
523579,2295,3
523643,1146,8
523643,423,14
523682,1411,1
523690,1903,3
523695,99,2
523710,99,1
523723,11382,2
523723,47,3
523773,47,11
523783,2304,1
523836,12766,2
523837,478,3
523849,799,2
523861,6557,9
523861,10960,6
523873,203,1
523873,126,1
523890,1074,4
523890,1676,2
523894,1034,1
523894,15415,3
524000,503,3
524000,273,2
524030,11,2
524039,28,2
524077,910,3
524099,955,1
524099,145722,1
524137,53322,2
524137,131,9
524163,556,2
524180,6037,1
524180,959,4
524274,79,2
524291,2814,3
524291,1220,12
524375,26998,1
524398,81,1
524426,8,1
524453,2073,5
524478,1,3
524495,1037,3
524498,4911,1
524541,3317,1
524541,543,5
524582,71,1
524582,1204,2
524616,664,3
524616,664,3
524617,1172,1
524676,251,10
524676,18301,2
524698,131,13
524698,107989,9
524734,21,11
524734,620,1
524758,160,2
524762,77,1
524778,1142,2
524784,53,1
524786,5486,4
524818,1424,3
524831,5395,16
524831,491,5
524837,345,2
524837,43,6
524875,1446,1
524875,566,4
524881,3452,1
524881,3452,1
524888,43469,1
524888,43,1
524891,93,1
524998,16,1
524998,421,1
525022,28,4
525026,251,1
525097,657,1
525097,1479,3
525100,3168,1
525134,779,3
525134,2413,3
525139,657,8
525139,5193,7
525158,99,5
525161,25,1
525243,503,5
525288,1659,1
525288,1056,3
525317,1242,3
525324,43,8
525333,978,4
525333,1814,2
525336,88,10
525336,2484,2
525362,864,2
525362,107,1
525405,366,3
525413,566,2
525413,1037,2
525558,161,1
525558,128,2
525576,4093,2
525576,363,1
525600,28,1
525610,52934,3
525625,253,1
525655,3097,2
525678,158,2
525678,2769,1
525711,1037,8
525711,4546,1
525751,141,3
525815,485,3
525815,12359,4
525829,966,2
525829,66,2
525896,15068,1
525900,188,1
525940,741,1
525977,31,3
525998,1149,1
526006,1149,4
526167,286,3
526167,485,5
526200,110,1
526205,1,1
526205,556,1
526243,147,2
526243,1125,1
526267,5193,1
526267,6037,7
526364,165,5
526364,4093,1
526375,28,7
526507,135,1
526512,93,3
526530,2131,2
526564,141,4
526564,194,1
526595,855,1
526641,658,7
526641,25,4
526649,195,1
526664,713,2
526670,141,2
526670,6310,1
526733,16,6
526762,9240,1
526846,6310,2
526855,5472,7
526866,82,1
526890,13418,25
526890,3365,11
526898,617,2
526898,9583,3
526921,1912,5
526955,263,1
526955,413,1
526973,28,1
526973,276,1
527032,1335,4
527035,96,1
527088,7427,1
527197,21,3
527197,1909,5
527218,213,2
527218,31,2
527238,5486,2
527238,129,1
527250,113,1
527256,13,8
527360,1643,1
527364,41,1
527371,2408,1
527371,2537,2
527438,626,11
527477,556,2
527484,14587,2
527525,2646,4
527571,466,2
527572,1676,2
527572,301,2
527624,151,1
527706,5674,1
527706,16803,1
527761,3540,1
527761,2811,1
527821,1620,1
527838,129,1
527846,45648,1
527849,587,2
527849,1676,2
527851,120,2
527851,76,3
527862,92,1
527863,1035,2
527948,352,2
527972,71,1
527997,188,2
528054,146,1
528090,6,1
528090,4228,1
528093,11,4
528093,1,4
528161,160,1
528165,386,2
528186,587,2
528186,23,2
528210,724,1
528210,2234,2
528224,14424,5
528224,723,1
528253,13311,1
528253,2421,2
528261,276,2
528261,3001,5
528280,259,1
528280,33454,1
528312,1632,10
528355,3001,3
528355,43,2
528427,2037,1
528432,4152,1
528441,457,1
528485,1630,1
528488,308,2
528492,2291,2
528494,96,1
528502,2620,1
528525,66,8
528579,2386,1
528579,842,1
528598,555,3
528659,4228,5
528685,36,1
528692,11,1
528721,1380,2
528736,1380,1
528767,6325,3
528767,95,1
528825,136,5
528854,2716,5
528871,23,1
528871,54,4
528907,71,6
528907,17,3
528911,593,1
528911,1800,5
528924,1477,1
528925,136,4
528925,532,3
528969,3108,2
528981,1676,1
529032,337,1
529032,13,1
529045,1272,3
529045,4152,9
529079,382,1
529079,27786,3
529107,2484,1
529107,54,1
529109,3,4
529109,354,2
529116,98,1
529118,21,1
529139,273,2
529173,784,3
529195,8,1
529196,1903,7
529196,500,2
529211,556,1
529211,3,1
529224,54,1
529236,65,1
529236,54,3
529240,4093,3
529240,872,2
529245,901,1
529245,457,5
529249,54510,5
529282,141,1
529425,1463,6
529471,663,7
529502,96,5
529607,5262,1
529608,485,1
529621,145722,1
529621,145722,2
529643,213,1
529643,775,2
529653,3452,10
529655,866,3
529788,13,1
529821,2386,1
529821,991,1
529825,33,1
529836,88,7
529836,784,4
529850,1708,1
529869,429,2
529870,5046,1
529870,757,1
529911,5046,1
529911,2386,1
529921,5395,14
529921,178,2
529998,28,1
530045,33,1
530045,2925,2
530143,26,5
530150,1,1
530180,1229,9
530203,2998,8
530203,3080,1
530205,6825,2
530248,11,2
530281,141,2
530281,1446,8
530282,176,2
530328,95,3
530362,28,2
530420,10799,2
530420,14056,1
530425,3557,4
530438,1449,2
530450,142,1
530486,750,1
530486,143,1
530515,132,2
530560,381,1
530590,6230,2
530593,181,4
530593,26,3
530597,1033,3
530627,74,1
530631,11,1
530631,51,1
530633,9210,1
530645,44,1
530645,86,5
530683,28,6
530736,1513,2
530752,278,3
530752,3097,1
530760,6541,1
530760,99,1
530766,429,1
530766,2329,1
530808,96,1
530808,1603,3
530820,1920,2
530882,31,2
530918,3236,13
530918,1881,3
530998,21,2
531009,77,1
531014,140,11
531027,10621,1
531027,276,1
531056,1380,3
531056,1953,1
531111,2914,2
531114,219,6
531171,86,5
531171,1496,3
531178,3,4
531178,6541,2
531254,925,3
531304,41,1
531322,26,2
531322,561,2
531371,30408,4
531371,230,2
531383,454,2
531429,71,1
531429,142,1
531451,29,3
531461,126,1
531461,2964,5
531463,18548,1
531463,53,2
531483,50649,1
531493,1186,4
531493,297,3
531524,53,1
531524,161,1
531581,629,1
531618,125,3
531618,849,1
531623,308,1
531634,726,1
531634,163,1
531637,2275,1
531637,71,1
531659,629,2
531659,2583,2
531666,587,2
531760,91,1
531770,3,2
531796,1020,13
531796,2440,3
531819,306,2
531860,1668,1
531860,640,1
531901,301,5
531901,61,4
531943,3,1
531957,315,2
531965,1403,1
531972,430,2
531973,587,1
532015,2421,9
532112,385,1
532138,141,5
532141,1532,1
532170,555,1
532251,26,2
532319,161,1
532346,5395,4
532401,6325,2
532430,462,4
532430,2737,4
532447,579,3
532447,1394,9
532449,556,1
532449,431,1
532459,455,2
532472,429,1
532483,566,6
532506,2275,10
532507,88,3
532507,51,1
532513,991,4
532515,54510,2
532515,5193,2
532517,99,5
532518,731,1
532518,8596,2
532520,943,4
532524,2646,1
532524,26,1
532566,95,2
532566,943,2
532586,61,2
532586,731,1
532623,876,2
532628,1380,1
532670,542,18
532670,110,7
532734,6325,2
532773,99,3
532773,157,3
532804,435,4
532827,4911,2
532842,12359,1
532856,67,3
532981,327,2
533014,61,1
533028,4113,4
533028,431,2
533036,9,1
533048,35090,9
533070,173,1
533082,11,4
533082,913,4
533097,92,1
533134,5193,3
533163,1380,1
533171,1037,2
533260,907,6
533305,95,7
533305,1380,2
533330,26,6
533332,1037,4
533332,6325,2
533376,25,1
533387,1446,2
533387,8,7
533395,83,1
533516,28,3
533525,5046,2
533545,53,1
533590,308,1
533590,16077,1
533604,881,1
533614,7713,1
533617,1441,1
533617,1077,1
533673,895,1
533673,500,3
533718,1593,2
533718,796,1
533726,46637,5
533726,3,5
533733,1444,1
533749,6655,2
533749,724,2
533760,4986,1
533769,1380,5
533769,5046,1
533808,17159,2
533817,110,7
533817,165,9
533881,1037,2
533902,2971,1
534183,17135,2
534191,3872,1
534191,50,1
534199,1800,6
534300,213,1
534448,51,1
534448,5119,1
534503,1099,1
534503,132,3
534512,319,2
534512,28,1
534583,910,1
534658,121,2
534666,21991,1
534666,61,1
534703,92,2
534724,2037,3
534804,146,1
534859,10218,1
534877,256,1
534877,1142,4
534894,1052,4
534894,555,4
534957,8806,1
534963,76,8
534963,6633,3
534972,176,1
534990,176,2
534990,10494,4
534999,9240,10
534999,67,1
535002,670,1
535052,978,6
535052,943,2
535053,670,5
535053,88,5
535148,28,1
535165,71,1
535165,870,1
535246,497,2
535353,93,1
535353,474,3
535360,1040,1
535360,38,4
535373,623,6
535412,12946,1
535412,450,1
535427,1952,1
535481,17159,3
535481,336,3
535531,19043,1
535531,1037,2
535568,19043,3
535572,1037,1
535695,1969,1
535741,382,2
535749,116,1
535788,454,1
535817,1249,1
535817,18190,2
535820,1343,1
535820,561,1
535831,369,1
535905,429,3
535905,7501,1
535931,429,1
535953,2227,1
535953,775,1
536051,8,1
536077,16,9
536123,1077,3
536123,31,3
536130,1040,2
536130,708,2
536162,6825,1
536175,25,5
536175,456,1
536203,1196,1
536203,3868,3
536205,1035,1
536205,2556,5
536230,555,1
536232,1142,1
536232,303,1
536270,308,1
536283,5193,3
536283,155,1
536299,13,1
536345,113,3
536359,21,1
536435,1037,4
536449,1037,11
536469,71,6
536478,7493,6
536527,450,1
536543,1467,1
536543,69,1
536571,519,2
536596,30,2
536676,56,17
536676,1,3
536693,6,1
536721,14504,2
536721,3397,2
536807,363,4
536807,12359,1
536854,1403,3
536883,199,2
536883,1003,1
536895,1467,5
